English,Ekegusii
"He has confirmed his words, which he spoke against us, and against our judges who judged us, by bringing on us a great evil; for under the whole sky, such has not been done as has been done to Jerusalem.","Gwaikeranirie amang’ana ao, ayio gwakwanete ase tore, na ase abagaambi baria barenge gotogaambera, ase ogotorentera amaakwa amanene. Inse y’erioba ayio akorekanire ase Yerusalemu tana gokorekana aande."
"Lord, according to all your righteousness, please let your anger and your wrath be turned away from your city Jerusalem, your holy mountain, because for our sins, and for the iniquities of our fathers, Jerusalem and your people have become a reproach to all who are around us.","Aye Omonene, koreng’ana nogokora kwao gwonsi kw’oboronge koranche orusie endamwamu yao, na ekeririanda kiao, korwa ase Yerusalemu, omochie oo, ee, korwa ase egetunwa kiao egechenu. Ase engencho y’ebibe biaito, na ebie chisokoro chiaito, Yerusalemu amo n’abanto bao babeire bagokwanwa bobe, ase egati y’ abanto baria bonsi batoetanaine."
"“Now therefore, our God, listen to the prayer of your servant, and to his petitions, and cause your face to shine on your sanctuary that is desolate, for the Lord’s sake.","Ase ayio bono, aye Nyasae oito, igwa ogosaba kwane inche omosomba oo, na ogosorora kwane, na ase engencho yao aye Omonene oraberie Obomenyo bwao Obochenu ase obosio bwao, Obomenyo obwo bore rituuri."
"My God, turn your ear and hear. Open your eyes and see our desolations and the city which is called by your name; for we don’t present our petitions before you for our righteousness, but for your great mercies’ sake.","Aye Nyasae one, tegerera oigwe, rigereria orore ogosirigwa gwaito, na omochie oyo okorokwa ase erieta ria’o. Intwe titori korenta ogosaba gwaito as’ore ng’a nabanyaboronge tore, korende nase engencho y’amaabera ao amaange."
"yes, while I was speaking in prayer, the man Gabriel, whom I had seen in the vision at the beginning, being caused to fly swiftly, touched me about the time of the evening offering.","Ekero nagendererete gosaba, Gabirieli, omonto oria konya narorire ase okorora koria kw’eritang’ani, aganchichera bwango okoiruruka. Nigo yarenge engaki y’okoruegwa gw’ekeng’wanso kia mogoroba."
"At the beginning of your petitions the commandment went out and I have come to tell you, for you are greatly beloved. Therefore consider the matter and understand the vision.","Ekero gwachaagete ogosorora kwao, ring’ana rikaruegwa, na bono inche nachire gokoriteebia, ekiagera aye nigo bwanchire mono; ase ayio rengereria igoro ye ring’ana riria, na omanye engencho y’okorora koria”."
"“Seventy weeks are decreed on your people and on your holy city, to finish disobedience, to put an end to sin, to make reconciliation for iniquity, to bring in everlasting righteousness, to seal up vision and prophecy, and to anoint the most holy.","“Chichuma emerongo etano na ebere” gose “Isano na ibere” ara emerongo etano na ebere, emerongo etano na ebere nachio chiachiikirwe ase abanto bao, na ase omochie oo omochenu, gokoora ogosaria na gosiria ebibe, na gokora okobwatanigwa ase engencho y’obobe, naende korenta oboronge bwa kare na kare na kobeeka okorora koria na obobani boria ekemanyererio, boigo goaka Aase Aachenu Mono amaguta na koachena."
"“Know therefore and discern that from the going out of the commandment to restore and to build Jerusalem to the Anointed One, the prince, will be seven weeks and sixty-two weeks. It will be built again with street and moat, even in troubled times.","Ase ayio, omanye na korengereria ng’a korwa engaki eria ring’ana riaruetwe igoro ya Yerusalemu ng’a noagachwe naende, goika ase engaki y’ogocha kw’oyomo Omoakwa Amaguta, oyore omogambi, nachibe chichuma isano na iberegose “Isano na ibere” ara emerongo etano na ebere: isano na ibere. Naende ase chichuma emerongo etano nomo, na ibere, omochie noagachwe amo ne chinchera chiaye ne chiburi chiaye, korende ase engaki y’emechando emenene."
"After the sixty-two weeks the Anointed One will be cut off and will have nothing. The people of the prince who come will destroy the city and the sanctuary. Its end will be with a flood, and war will be even to the end. Desolations are determined.","Nyuma ye chichuma echio emerongo etano nomo, na ibere, Omoakwa Amaguta oria naitwe, tari ase engencho yaye ere omonyene. Abanto b’omogaambi orache mbasirie omochie oyo amo n’Obomenyo Obochenu. Omoerio oye noche buna chiooro, na goika omoerio esegi nebeo, ekiagera nigo ochiikeretwe ogosirigwa korwa kare."
"He will make a firm covenant with many for one week. In the middle of the week he will cause the sacrifice and the offering to cease. On the wing of abominations will come one who makes desolate. Even to the full end that is decreed, wrath will be poured out on the desolate.”",Ere nakore okobwatana ogokong’u kw’ogotianania nabaanto abange ase echuma eyemo; na ase egati‐gati y’echuma eyio nakoore ebing’wanso na okoruegwa gwonsi tibiruegwa naende. Oyokorenta obobe bw’okogechia nigo araache okoiruruka gosiria. Ayio nigo aragenderere goika egesusuro ki’ogosirigwa achiikeretwe korwa kare geikeranigwe.
"In the third year of Cyrus king of Persia a revelation was revealed to Daniel, whose name was called Belteshazzar. The revelation was true, even a great warfare. He understood the revelation, and had understanding of the vision.","Ase omwaka o gatato bw’okogaamba gwa Koresi, omorwoti bw’Abaayemi, Danieli oria orogetwe Beli‐Tesasari akamaanorerwa komanya ring’ana, ne ring’ana erio nigo riarenge eri’ekeene, rikararia ng’a emechando emenene neche. Danieli akamanya engencho ye ring’ana riria, na okorora koria."
"I ate no pleasant bread. No meat or wine came into my mouth. I didn’t anoint myself at all, until three whole weeks were fulfilled.","Tinarenge koria endagera engiya, gose koria enyama, gose konywa edivai. Tinarenge kweaka amaguta nonya ng’ake ase chichuma chiria isato."
"I lifted up my eyes and looked, and behold, there was a man clothed in linen, whose thighs were adorned with pure gold of Uphaz.","nkarigereria, nkarora omonto obegete eanga y’egatani, bweboeretie kenama kiaye n’orokini roroisirie korwa ase etaabu engiya ekorwa Ufasi."
"His body also was like beryl, and his face like the appearance of lightning, and his eyes like flaming torches. His arms and his feet were like burnished bronze. The voice of his words was like the voice of a multitude.","Omobere oye nigo orenge komeka‐meka buna berulo, rigena rie rigori rinene; obosio bwaye nigo bwarenge kororekana buna okomesa kw’embura, na amaiso aye nigo arenge gwoka buna ebieri bi’omorero. Amaboko na amagoro aye nigo arenge komeka‐meka buna etai yasenigwe. Eriogi ri’amang’ana aye nigo riarenge kwoga buna eri’emoganda y’ abanto abange."
"I, Daniel, alone saw the vision; for the men who were with me didn’t see the vision; but a great quaking fell on them, and they fled to hide themselves.","Ninche bweka Danieli narooche okorora koria abanto baria barenge amo nainche tibakorooche, korende obwoba obonene bokabasoa, erio bagatama bakebisa."
"So I was left alone, and saw this great vision. No strength remained in me; for my face grew deathly pale, and I retained no strength.","Ngatigara inche bweka ndigereretie okorora koria, ne chinguru chikang’erera, ekieni kiane gekaonchoka gekarachoka, ne chinguru chionsi chikarua asende."
"He said to me, “Daniel, you greatly beloved man, understand the words that I speak to you. Stand upright, for I have been sent to you, now.” When he had spoken this word to me, I stood trembling.","Omonto oria aganteebia, “Aye Danieli, omonto bwanchire mono, tegerera oigwe amang’ana aya ngokwana naye, imoka otenene boronge, ekiagera bono natomirwe as’ore.” Ekero agendererete gokwana ring’ana erio nainche, ngatenena boronge nkoiguswa."
Now I have come to make you understand what will happen to your people in the latter days; for the vision is yet for many days.”,"Bono inche nachire gokworokia aya agochia konyora abanto bao ase amatuko agochia‐gocha, ekiagera okorora okwo nigo gokworokia amang’ana y’amatuko akare bosio.”"
"When he had spoken these words to me, I set my face toward the ground, and was mute.","Ekero akoorete gokwana nainche amang’ana aya, ngetureka gochia inse, nkaba rimansu."
"For how can the servant of my lord talk with my lord? For as for me, immediately there remained no strength in me. There was no breath left in me.”","Inaki inche omosomba oo ndanyare gokwana naye, Omonene one? Chinguru chionsi chiarure asende, na tindi n’Omoika ime y’ane.”"
"He said, “Greatly beloved man, don’t be afraid. Peace be to you. Be strong. Yes, be strong.” When he spoke to me, I was strengthened, and said, “Let my lord speak; for you have strengthened me.”","aganteebia, “Aye omonto bwanchire mono, tibwoboa, omorembe obe amo naye! Tenena bokong’u, naende obe omoremu!” Ekero arenge gokwana nainche, nkanyora chinguru, nkamotebia, “Aye Omonene one, kwana, ekiagera kwambekeire chinguru!”"
"But I will tell you what is inscribed in the writing of truth. There is no one who supports me against these except Michael, your prince.","Nonya nabo ninkworokie aya ariikire ase Egetabu gi’Ekeene. Onde tari oranyare gonkonya otatiga Mikaeli, omogambi oino."
"A mighty king will stand up who will rule with great dominion, and do according to his will.","“Erio omorwoti ore ne chinguru chinene naoroke, abe okogaamba nokobua okonene na akore buna anchete ere omonyene."
"When he stands up, his kingdom will be broken, and will be divided toward the four winds of the sky, but not to his posterity, nor according to his dominion with which he ruled; for his kingdom will be plucked up, even for others besides these.","Korende ekero omorwoti oyio aranyore chinguru chinene, oborwoti bwaye mbosareke bwatananeke ase chinsemo inye chi’ense, tibokoegwa abanto b’ororeria rw’aye, tibokoba nokobua buna koria ere abwate. Oborwoti bwaye mbotegorwe boegwe abanto abaao."
“The king of the south will be strong. One of his princes will become stronger than him and have dominion. His dominion will be a great dominion.,"“Omorwoti o Irianyi nabe ne chinguru, korende oyomo bw’abagaambi b’oborwoti bwaye nabe ne chinguru komobua, na oborwoti bwaye mbobe obonene mono."
"At the end of years they will join themselves together. The daughter of the king of the south will come to the king of the north to make an agreement, but she will not retain the strength of her arm. He will also not stand, nor will his arm; but she will be given up, with those who brought her and he who became her father, and he who strengthened her in those times.","Nyuma y’emiaka etari meke, omorwoti o Irianyi nakore okobwatana nomorwoti o sugusu. Omorwoti o Irianyi nasokie omoiseke oye ase omorwoti o sugusu ase ogokora okobwatana. Omokungu oyio takogenderera koba nokobua okwo araegwe, na omorwoti oria o sugusu takogenderera koba nokobua kwaye. Omokungu oria narusigweo aitwe, ere amo nabwo bamorentete, oyo omoiborete na oria omoete okobua ase engaki eria."
"“But out of a shoot from her roots one will stand up in his place who will come to the army and will enter into the fortress of the king of the north, and will deal against them and will prevail.","Erio omonto natoke korwa ase orosagia rw’omori bw’omokuungu oria, ere naache arwanie abarwani esegi b’omorwoti o sugusu, asoe ase chiburi chiaye, akore ase abanto buna anchete na kobabua."
"He will also carry their gods, with their molten images and their precious vessels of silver and of gold, captive into Egypt. He will refrain some years from the king of the north.","Ere nasakore chinyasae chiabo, na emegwekano yabo bagosasiima ebombire, na ebikorero biabo ebiya biroisirie korwa ase chifeta ne chitaabu, abiire Misiri. Erio ase emiaka emeke natige korwania omorwoti o sugusu."
"His sons will wage war and will assemble a multitude of great forces which will keep coming and overflow and pass through. They will return and wage war, even to his fortress.","“Abamura b’omorwoti o sugusu mbebeeke ang’e, basangererie abarwani b’esegi abange mono, oyomo agende agwere ense eria n’omoganda oye omonene oresiarere aande onsi, naende bairane eria kabere barwane gochia bosio bw’eburi yaye."
