English,Kiswahili,Ekegusii,Domain
"While Kenya demonstrates sustained steady economic growth, the gains remain uneven.","Huku Kenya ikionyesha ukuaji endelevu wa uchumi, mafanikio bado hayafanani.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Islamic Relief steps up response to deadly floods in Kenya,Islamic Relief yaongeza kasi ya kukabiliana na mafuriko makubwa nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Ministry of Education implements virtual mentorship platform connecting students with industry experts.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi nkoikerania ere omoroberio bwogokong'ia abana koumerana nakemanyi bechifakitori.,Education
Ministry of Education launches AI-powered chatbot to provide career advice and guidance to secondary school students.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi yaansire omoroberio bwekombiuta ogotumia obangaini bwa pandia (AI)  egosegeta okorengereria na gokwanerana na korwa oborai ase abana bechisekenderi .,Education
New COVID-19 variants fueling Africa's second wave28 January 2021,Vibadala vipya vya COVID-19 vinavyochochea wimbi la pili la Afrika28 Januari 2021,N/A - Pending Fine-Tuned Model Inference,General
"E-commerce, agri-digital financial services, climate-smart agriculture and other digital tools could make agricultural value chains more efficient and inclusive ...",N/A - Pending Fine-Tuned Model Inference,"Oboonia ase embeo, nenchera yegedichitari konyora chibersa chioboremi, oboremi oboikeranu nebigosira oboremi ase enchera yegedichitari mbinyare goikerani oboererania bwoboremi koba oboikeranu na korenta abanto bonsi amo ...",Agriculture
"Kenya - Floods, update (NOAA-CPC, media) (ECHO Daily Flash of 16 March 2026)","Kenya - Mafuriko, sasisho (NOAA-CPC, vyombo vya habari) (ECHO Daily Flash ya 16 Machi 2026)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Implemented through strong local partnerships, this work directly contributes to the 2030 CGIAR outcomes by enhancing the resilience, self-reliance and social cohesion of displacement affected communities.","Ikitekelezwa kupitia ushirikiano dhabiti wa ndani, kazi hii inachangia moja kwa moja matokeo ya CGIAR ya 2030 kwa kuimarisha uthabiti, kujitegemea na mshikamano wa kijamii wa jamii zilizoathirika.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Drought & War Trigger Humanitarian Crisis in Kenya,Ukame na Vita Vyasababisha Mgogoro wa Kibinadamu nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
UNICEF Kenya Humanitarian Situation Report No. 2 (Drought) - 1 June to 30 June 2022,Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 2 (Ukame) - 1 Juni hadi 30 Juni 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Kenya 2023 IFRC network country plan (MAAKE002),Mpango wa nchi wa mtandao wa IFRC wa Kenya 2023 (MAAKE002),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"The project promotes climate smart agriculture (CSA) policies and practices at different levels in Myanmar. In the field, the project is active in five pilot ...",N/A - Pending Fine-Tuned Model Inference,"Emeremo eye nigo egosegeta oboremi bokogenda nerire (CSA) amachiko na okwegia ase ebitambokero ao ao paaria Myanmar. Aaria mogondo, ooroberio oyo nore nechinguru ase chinsemo isano chikwegia...",Agriculture
It has proved that to attain financial support and markets accessibility is important in honey..legislation of farm policies in acquisition..,N/A - Pending Fine-Tuned Model Inference,Boigo yarorekanire ng'a ogoikera obokonyi bwechibesa amo na echiro yoboremi nenchera eyo as oboremi bwoboke... Na engencho yokwegera oboremi oboyia as engencho yobwororo bwogoikera...,Agriculture
Marsabit County: Drought Early Warning Bulletin for June 2022,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"If adaptation measures are not accelerated, losses linked to health impacts, declining labour productivity and rising cooling demands are expected to increase significantly in the coming decades.","If adaptation measures are not accelerated, losses linked to health impacts, declining labour productivity and rising cooling demands are expected to increase significantly in the coming decades.",N/A - Pending Fine-Tuned Model Inference,Health
"Kenya and Rwanda have reached an important milestone in the fight against antimicrobial resistance (AMR), strengthening their ability to track where drug-resistant infections are emerging, and how they are spreading.","Kenya na Rwanda zimefikia hatua muhimu katika mapambano dhidi ya ukinzani wa viua vijidudu (AMR), kuimarisha uwezo wao wa kufuatilia ni wapi magonjwa sugu ya dawa yanajitokeza, na jinsi yanavyoenea.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Ministry of Education launches digital engagement program empowering parents to support childrenÃ¢â‚¬TMs learning at home.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi yaansire omoroberio bwegedichitari okomanyia abanto goetera eintaneti okonyire baibori gosira abana gosomera chinka.,Education
COVID-19 is real & it is here with us. There is hope because we have four recoveries. We must therefore play our part. Stay Home. Practice Physical distancing. Wash your hands often. Cover your coughs & sneezes. Clean & disinfect surfaces. #KomeshaCorona,COVID-19 ni halisi na iko hapa pamoja nasi. Kuna matumaini kwa sababu tumepona mara nne. Kwa hiyo ni lazima tutekeleze sehemu yetu. Kaa Nyumbani. Fanya mazoezi ya umbali wa Kimwili. Osha mikono yako mara kwa mara. Funika kikohozi chako na chafya. Safisha na kuua vijidudu kwenye nyuso. #KomeshaCorona,N/A - Pending Fine-Tuned Model Inference,Public Health
"She is committed to promoting technical, and vocational education and training through diversity and inclusion of students from all regions of Kenya as a means of boosting the much-needed technical skills required in the Country and appropriately preparing the graduates for the world of work.","Amejitolea kukuza elimu na mafunzo ya ufundi, na ufundi stadi kupitia anuwai na kujumuisha wanafunzi kutoka maeneo yote ya Kenya kama njia ya kukuza ujuzi wa kiufundi unaohitajika sana nchini na kuwatayarisha ipasavyo wahitimu kwa ulimwengu wa kazi.",N/A - Pending Fine-Tuned Model Inference,General
IsraAID completes NuWASH program in Kenya,IsraAID inakamilisha mpango wa NuWASH nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"While floods in parts of Kenya demand urgent response, drought affected communities are facing a quieter emergency that unfolds over months rather than days.","Huku mafuriko katika baadhi ya maeneo ya Kenya yakihitaji majibu ya haraka, jamii zilizoathiriwa na ukame zinakabiliwa na dharura ya utulivu ambayo inatokea kwa miezi badala ya siku.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
