English,Ekegusii,Domain,dup_target,encoding_ok
Regularly talking and singing to your baby strengthens their brain development and early language skills.,Chingaki chinyinge ase ogokwana na goterera omwana ngokongia bore ogokina kwa obongo nà chinkwana,Health,True,True
Use hot waters in preparing food for the child to prevent diarrhea,Botambe kanywe àmache amorero koroseria chindàgera chia omwana gotanga ogosaa,Health,False,True
Council of Governors opens civic education hubs in rural areas.,Egeikaranso kiabagafana kiaigoire ase okonyorera chisemi chiobosegaku abwo chinka.,Education,False,True
"Pursuant to the Commission's announcement of election timelines, a number of Students Teams listed hereunder expressed their democratic interest for consideration to participate in the Students' Council and Campus Association Elections, 2020.","Korengana nokoraria kwabateneneri bechikura igoro yechingaki chiobochori, abarai babana bechiyunifasiti barikire aiga aiga inse hmbarwete ebirengererio biabo biegedimokirasia korengererigwa ng'a ekeombe kiobochori giesoi ase obohori bwabarai babo bechiunifasiti omwaka, 2020.",Governance,False,True
Educate communities! Teach banditry prevention near schools.,"Somia ebinyoro! Somia igoro yogotanga obokebago bwokoboera abanto na kobaunereria gose kobabisa erio baegwe chibesa, ang'e nesukuru.",Education,False,True
"Coronavirus: A lockdown in Kenya is an option, but taxes won't be lifted","Ebinyinyi bia Korona: Gosiekerwa nyomba ime ya ense ya Kenya n'ogochora, korende goakana ekodi tigokorusigwa.",Health,False,True
"Police credit community policing efforts for a marked decline in murders, defilement and other serious crimes in Mwala Machakos County","Abasikari baitabire oborendo bwebinyoro ase ogokeie obosareku bwogoita, gotibonga na amamocho ande amabe aaria ekaonti ya Mwala Machakos.",Security,False,True
2 days to the resumption of the Continuous Voter Registration (CVR). Register at any IEBC Constituency office (except in areas currently with by-elections),Amatuko abere oka atigaire egere okwerikia koria kwabotambe gochake naende. Erikie ase chiobisi chia ekeombe gietenenerete giechimbebe nobochori ande onsi ase chiobisi chiabo.(otatiga chinsemo chiria chibwate onochori oboke).,Governance,False,True
"Young parents are encouraged, talked to by health workers on family planning so as to enable the body to heal from the previous pregnance and birth.","Abaibori abake/bachakire koibora nigo bakoegwa omoyo, gokwanerwa nabanyagitari igoro yokobanga oroiboro rwabo erio koa omobere ribaga risaine kobwena korwa okoibora kwamagega.",Health,False,True
US warns of road closures and heavy security in Nairobi CBD.,America yarure ogokurerwa igoro yogosiekwa chipara nobonge bwabasikari aaria etaoni gati ya Nairobi.,Security,False,True
Tune in to Kenya Education Cloud for Grade 4–8 CBC lessons.,Beka eredio gose Etibi - Kenya Education Cloud ase abana bageredi 8 gotegerera amasomo CBC.,Education,False,True
"Adopt the 'One Health' approach, recognizing the interconnectedness of human, animal, and environmental health, especially in managing foodborne illnesses.","Beegie enchera eyemo yobochenu ase okomanya oboamate gati ya afia ya mwanyabanto, etugo na ebitoonchokananete buna enchera eyemo yogokei amarwaire akorwa ase chindagera.",Agriculture,True,True
Teach children fire safety measures and ensure homes have working smoke detectors to prevent tragedies.,Somia abana chinhera chiokwerenda nomorero na rora ng'a chinka chibwate egento keria gekomanya ekero erioki rireo erio gokonya gotanga emerero gwateka.,Security,False,True
"Beyond that, research firm together with Kenya Agricultural...good markets, market access: resilient groups, digital production..","Goetania ayio, ebiombe biobokongoria amo na keria gia Kenya Agricultural ... Chichiro chingiya, gosoa echiro: Gokong'ia ebiombe, gosegeta egechiditari...",Agriculture,True,True
America continues influencing vaccination to control diseases like diarrhoea.,Amerika negenderete gosegeta okobeta chisindani gotanga endwari yogosaa,Agriculture,True,True
Be prepared! Practice school lockdown drills for safety.,Eariganie! Kora obotati kera engaki na omeroberio yogotanga ogwateka kwomorero ase esukuru nenchire chiogotamera ekero omorero bwatekire,Education,False,True
"Neighbors, teachers, and relatives must speak up against child abuse to create safer environments for children.","Abaamate,abarimu, na abairi goika bakwenere ringana igoro yabana gokorerwa bobe erio korora ng'a abana tibari ase hatari yogokorerwa bobe.",Security,False,True
"The group urged MPs to increase funding to the State Department for Diaspora Affairs to facilitate voter registration, mobile consular services & additional polling centers.",ekeombe kiababoririe abachumbe komenta eng'eria ase ensemo eria erengete ayechinse chia isiko erio gokonya obokoreri.,Governance,False,True
Kenya's KEVEVAPI launches a five year plan of making vaccines for livestock to gain in livestock production and improve food security.,"Kenya's KEVEVAPI lyachakire omoroberio bwemiaka atano gosegeta omoroberio bwokorosia amariogo yokobeta etugo chisindani erio kogesa omobiaro bwetugo, na gokinia omoigoto.",Agriculture,True,True
Kenya continues in livestock vaccination and deworming as one way of controlling diseases viruses among goats and sheep.,Kenya negendererete gosegeta okobeta etugo chisindani na gocia eriogo riebianda erio buna enchera eyemo yogotanga amarwaire nebinyinyi ase chimbori nechong'ondi.,Agriculture,True,True
Excessive bleeding after childbirth is life-threatening. Seek immediate emergency care.,Okorwa kwa amanyinga ase obonge nyuma yakogonkia nekogoso ase obogima Nyora obwarairi kegima,Health,False,True
Each child must have a vaccination card. Keep it safe and bring it to every health visit.,Kera omwana goika atware ekadi yokorwarigwà Nyegache buya na koyesoki krogionsi ogotàrera enyagitari,Health,False,True
Free bus passes + laptops for all TVET reporters in January – collect from institute!,"Chirori chiokobogoria abana gochia esukuru bosa + chokimbiuta chakoboko ase abana bonsi bechisukuru chiobobundi nechisemi chiokwegendereria (TVET) gosoa chisukuru, nyora rirube riao korwa esukuru yobobundi!",Education,False,True
Guided daily reflections on civic action,Omoroberio okera rituko okworokereria igoro yobegesaku neki obwenerete gokora.,Education,False,True
"Announcement about the campaign by the media houses under the leadership of experts with the capacity on self care, and capaity measurement through mobili phones in the midist of a week targeting brain development.","Okoraria gwekampeini na eɓokoreri bwamangana ekorau nabanyene bare eriosa ase okwerenda abanyene, okorengwa na obomanyi goetera chisimi gati yomokubio bwogokinia obongo",Health,False,True
All belong! Enroll refugee children in schools today.,bonsi nabanyene! Beka abana babaria batamire chisegi sobo esukuru rero,Education,False,True
Media Council trains teachers on accurate electoral reporting.,Ekeombe keria getenerete oboraria bwamang'an ngosomia kere boikeranu buna oranyare korwa amangana igoro yobochori.,Education,False,True
"Characteristics of skizofrenia, which brings, symptoms, instruments for testing diseases","Eng'encho ya skizofrenia, egekorenta, ebimanyererio, ebifaa biokorenga amo na obobwenia.",Health,False,True
Announcement on cooking competition on nutritious traditional foods and cleanliness,"Okorari amaamereranio ase oborugi ase abanto, ase chindagera chia egekoro gotumia ebinto bikomenta obotobu gose ebikoro",Health,True,True
Educate peers on amendments requiring public officers to declare gifts and prevent conflicts of interest,Somia bigori biao igoro yamaonchorerio yamachiko aganetie abanto korwa ebirengererio biabo ase ogochika korengete abakori emeremo beserikari komanyia chinibo babwate na goteba ebire baetwe buna ebieegwa gotanga dkorora nga emeremo yabo teri nogwanchereria.,Security,False,True
EACC warns of imposters offering job placements at parastatals for upfront cash. All official job listings are published on PSC and organization websites.,Ekeombe keria ekenene gekorwania obokengeka (EACC) giakureire abakwebeka buna mbare namabaga ase yemeremo ase chikambani chiserikari ase okobaakana besa inke. Emeremo yonsi yeserikari nigo egotangaswa ase ensemo yeserikari tenerete emeremo yeserikari (PSC) na ase eintaneti yechikambani echio.,Security,False,True
"Learn about Plant Variety Protection rights and how they encourage the development of new, improved mangoes varieties.","Egera igoro yoboronge bwebimeri aoa ao na buna bigosegeta korosia embusuri enyia, yamaembe ao ao.",Agriculture,True,True
"We encourage people to go for medication to their nearest health facilities any time they feel unwell. When you seek for timely medical attension, you prevent yopurelf from serious infections.","Nigo tokobaa omoyo abanto bachi korigia oborwari ase chinyagitari ngaki chinde chionsi bagotwara ebimanyererio binde bionsi. Ekero okorigia obobwenia bwango kegima, nigo ogwetanga konyora esosera embe.",Health,False,True
Ministry of Education and Ministry of Labour develop new career guidance tools for students.,Eminisitiri yechisemi na eminisitiri yobokoreri chiarosirie omoroberio bwokoraa eki abana babwenerete gochia gosomera.,Education,False,True
"In a show of harvest and good returns of agriculture, through government extension services, technology services. 2. Boost market...","Kworokereria igoroyerigesa riagoro na okonyora okuya korwa oboremi goetera obotebereria korwa eserikari, Ookoreri bwobosemia na gotumia etekinorochi 2. echiro engiya na ...",Agriculture,True,True
Announcing meeting to create strategy for post‑2025 nutrition programs.,Koraria okoomerana korosia chinchera chiomoberio yechindagera nyuma ya 2025,Health,False,True
"Becomes Technical University of Mombasa, offering modern TVET.","Yabeire eyunifasity Yobobundi Nechisemi Chiokwegendereria ya Mombasa, egosomia amasomo abono a TVET.",Education,False,True
"women play in the agricultural sector, they have unequal access to agricultural assets. ... (2020), Agricultural market access and dietary diversity in Kenya: ...","abangina ngokora bare ase ensemo yoboremi, mbabwati ogosoa oboremi buna abasacha ase obonda bwoboremi. ... (2020), Gosoa echiro yoboremi na oborgeria ase oboagare aiga Kenya: ...",Agriculture,True,True
"Climate change already affects agriculture and food security, and if no urgent actions are taken, will put millions of people at risk of hunger and poverty.","Ogoonchoria kwerire kwaburukanirie omoroberion ase bwoboremi, gwakeirie rigesa riendagera, and kogesa enchara ng'a onye ebitambokero bia bwango tibiri kobogorigwa, chimirioni chai abanto abnge marigereretie koba nenchara amo nobotaka obonene.",Agriculture,True,True
"Announcing about millet farming as climate tolerant food, ahead of other regions","Koraria oboremi bwamaemba komenta chindagera chikoigwana nerire, bosio bwe' chingongo chinde",Health,True,True
"Agricultural biotechnology is vital for addressing the chronic food shortages in sub-Saharan Africa. GM technology is employed in only a few African countries, ...",Obosayansi bwa oboremi nobwengenho enene as ogkei obremu bwendagera aiga orgongo rwense enyomo iga Africa. Neganetie ekinorochia ya GM,Agriculture,True,True
A resident urges Taita Taveta County Government to impose high taxes on Muguka.,omomenyi oyomo korwa ase ekaunti ya Taveta orure okoboria gochia ase eserekari eyuo kobeka ebango enene ase emerongi gose mogoka.,Governance,False,True
Grade 6 register for KPSEA by Feb 28.,Abana bageredi gia 6 kwerika ase okorengwa na KPSEA nyuma yechitariki 28 chiotienyi 2.,Education,False,True
Making use of science in agriculture can bring changes: thre application of genetic modification technology can be used to develop..,"Ogotumia chisemi chiegesayansi se oboremi nabo, nonya nigo nechenchie buna erengereirie: the application of genetic modification technology can be used to develop.",Agriculture,True,True
also show that credit access and market access are significant factors in honey ... the adoption of agricultural practices due to increased access to ...,Boigo yarorekanire ng'a ogoikera obokonyi bwechibesa amo na echiro yoboremi nenchera eyo as oboremi bwoboke... Na engencho yokwegera oboremi oboyia as engencho yobwororo bwogoikera...,Agriculture,True,True
