English,Ekegusii,Kiswahili
"7.Bogetutu (Kitutu): From the council of elders of Enda and Enchogu, Chief Angwenyi and others from the Bogetutu region stated that Omosongo had come to Gusii.","7.Bogetutu (Kitutu): Ase ekenyoro kie Enda y' Enchogu, omogaka Angwenyi ominto nere orenge omorwoti aaria Bogetutu yaito ko Omosongo agoika Gusii.",
"Therefore, the leadership of Chief Angwenyi in the Bogetutu area requires special attention. Why is this? This is because at that time, Chief Angwenyi was the leader throughout the entire Getembe (Bosongo) area where Omosongo first settled, yet he did not understand anything. It wasn't long before people said that Omosongo had conquered all of Gusii.","Korende obogambi bwo omogaka Angwenyi aaria Bogetutu needs special attention. Ase ki? This is because at the time, omogaka Angwenyi nigo arenge kogamba in the entire area ya Getembe (Bosongo) eyio Omosongo arierete obote, naende atagete koira. Tari igo rioka, Baba nigo agoteba buna Omosongo nigo arierete Gusii yonsi obote.",
"“Omosongo conquered all of Gusii” – words of the elder Omongina Kwamboka Mireri, Ichuni, Kisii County: Photo by PETRONILLA OGOTI, Mwanyagetinge.com/2011","Nigo Omosongo arierete Gusii yonsi obote"" Magokoro baba ominto, Omongina Kwamboka Mireri, Ichuni, Kisii County: Picture na PETRONILLA OGOTI, Mwanyagetinge.com/2011",
The history of Gusii begins,Ense ya Gusii entobu,
"Omongeresa led Getembe and wrote down the history, and it spread widely. However, some say that he didn't write about Omosongo coming to Gusii. Indeed, German administrators were present in Gusii before him. But, Omongeresa wrote so that it would be remembered that the Germans came to Bosongo (which is now called Getembe).","Omongeresa nigo aigete Getembe akanyora ense entobu, naende ebwate embeo engiya. Nonya nabo igo, akanyora nga tari ere Omosongo omotangani goika Gusii. Yaya. Konyora Omojeremani oikire Gusii before him. Bono, Omongeresa akanyora ng'a kumbe konyora Omojeremani otang'anire goika Bosongo (eyio naende ekorokwa Getembe).",
The incident at Nyabitabo,Ogosakora kwa Nyabitabo,
"People say that Omongeresa and the German administrators fought a battle. After that, the Germans fled to Tanzania (which was then called Tanganyika). As a result, people began to tell different versions of events. This story is known as the story of Nyabitabo.","Buna baba agoteba, Omongeresa amo no Omojeremani bakarwana esegi. Korwa abwo, Omojeremani agatama gochia Tanzania (eyio yarenge korokwa Tanganyika at the time). Ekero eke, abanto bagasakora ebinto biokoriera endagera. Engaki eyio ekarokwa engaki ye Enyabitabo.",
"In that story, the chief refused to allow anyone to settle in Gasuko, including the Suba people, and the followers of Omongeresa. Gasuko supported Omongeresa, but Chief Angwenyi refused to let them settle in the Getembe area.","Engaki eyio, omogaka narenge aroro ore korokwa Gasuko, oyio orenge Omosoba (Suba) naende omokirimani bwo Omongeresa. Gasuko agatebia Omongeresa buna omogaka Angwenyi nere ore kogamba ase ensemo eyio ya Getembe.",
What will you say now?!,Nche tinkogamba ne ritoto!,
"Omongeresa asked them to speak with Angwenyi, but Angwenyi refused to speak with them! Gasuko pleaded with Angwenyi, but Omongeresa managed to get a piece of land there anyway! Chief Angwenyi eventually agreed to speak with Omongeresa regarding settling in Nyarigoti.",Omongeresa agataka bagambe na Angwenyi korende Angwenyi akaanga buna takogamba ne ritoto! Gasuko akaebereria Angenywi ekero Omongeresa abegete eema yaye bweri gati! Omogambi Angwenyi agasoka na kogamba no Omongeresa ore korokwa Nyarigoti.,
"Chief Angwenyi was arrested and imprisoned because of his uniform. Later, five days later, Angwenyi escaped while trying to reach his child concerning the matter of Getembe. Many of Chief Angwenyi’s children scattered and disappeared.",Omogambi Angwenyi akabekerwa rirangeti ribariri buna a uniform. Nyuma ye emetienyi etano Angwenyi agateba nga natagete gotigera omwana oye obogambi bwa Getembe. Gati ya abana bo omogaka Angwenyi abamura mbarengeo babere.,
Angwenyi’s children: Ooga and Onsongo,Abamura bo omogambi Angwenyi: Ooga no Onsongo,
"The eldest son was from Ooga. The younger son was from Onsongo. Angwenyi sent Onsongo to speak, but Gasuko sent Ooga instead. Gasuko supported Ooga, but they also told Onsongo to speak, saying that they should investigate the matter thoroughly and find out what happened.","Omomura omonene nere orenge korokwa Ooga. Omomura onde omokogoti nere ore korokwa Onsongo. Angwenyi nigo atagete Onsongo agambe, korende Gasuko nigo atagete Ooga. Gasuko agatebia Ooga buna ise ochorire Onsongo agambe, korende nabo bagoonchora obogambi obo magega yo okorwa chiombe emerengo ene.",
The elders of that matter: What happened during that matter.,Abakungu emerongo ene: Chiombe emerongo ene.,
Ooga had those elders with him. He chased away the cow that had been grazing near Gasuko’s territory until it reached a disagreement. Then Nyarigoti decided to arrest the chief who was causing trouble and was being influenced by Angwenyi.,Ooga narenge na abakungu emeronge ene. Akarusia engombe eyemo korwa kera ase omokungu mpaka chigaisana akaa Gasuko. Ekero Nyarigoti are kobekera omogambi egutwa omosangererekano okarangerigwa na Angwenyi.,
Gasuko wanted to help Nyarigoti,Gasuko ongainire Nyarigoti,
"Long ago, everyone knew that Onsongo was arrested. Nyarigoti gathered all the people except Ooga, people who lowered their heads. Gasuko realized that helping Nyarigoti meant lowering one’s head too, just like Ooga did! Ooga was arrested and taken to court. Angwenyi rejoiced and said that the situation with Ooga was resolved.","Kera oyomo namanyete buna Onsongo nkobekerwa arenge egutwa. Nyarigoti ga koboria gose abanto mbanchete Ooga, abanto basungusia emetwe. Gasuko akamanya kongaina Nyarigoti buna ogosungusia omotwe nakwo ogwanchera Ooga agambe! Ooga akabekerwa ekerauni kio oborwoti. Angwenyi agaichana na koigwa bobe, korende egesaku kio Ooga gekaragererwa misi.",
"Next In This series: How It all Started, Part I: The History of the Gusii People","Next In This series: How It all Started, Part I: Omogano Bwa Abagusii",
"The Story of the Gusii XXXVI: The Herdsmen Who Milked the Cow, The Warrior Who Conquered the Land of Igoro!","Emegano Y' Abagusii XXXVI: Bakungu Mbatakeiri Koria Amabere Y’ Eng’ombe, Emori Etaramera Amaino A Igoro!",
"Long ago, a man named Oyomo had a wife, who lived near the place of Bomariba. This man was known as Mogire. And his wife was known as Nyaboke. Mogire and his wife, mother Nyaboke, had five children. The people were blessed with abundant harvests.","Abwo kare kare, omogaka oyomo narengeo na mokaye, ase ekenyoro kia Bomariba. Bono omogaka oyo nigo arenge korokwa Mogire. Na mokaye nigo arenge korokwa Nyaboke. Mogire na mokaye, omongina Nyaboke nigo barenge n’ bana batano. Abamura babere ne chinyaroka isato.",
"This beautiful story lasted for five years, a large gathering took place near the place of Bomariba. The rain that fell was good and sufficient, and the millet grew well. Because of this, everyone was happy, and the food and drinks were plentiful.","Ekero enyaroka enkogoti yarenge emiaka etano, enchara enene egaateka ase ekenyoro eke kia Bomariba. Embura ekaba engaki etambe etari gotwa, n' morakera ogacha omotindi kegima. Ase boigo, chindooche chionsi chikooma pi, n' emete ne ebimeri bikooma.",
"Comment on this, a house built beautifully until it reached completion. The people of Bomariba rejoiced greatly, because of the large harvest. And today, the celebration continues to attract visitors from Bomariba. But this celebration sometimes causes problems and conflicts.","Komenta nayio, etugo ekarea bobe mono mbaka ekang’ea gokwa mono. Abanto ba Bomariba bagachandeka kegima, ase enchara kobaita. Ase engaki eye, chingige nachirochio chigaacherera abamenyi aba ba Bomariba. Bono chingige echi nachirochio chikamenta emechando ase emechando ende.",
"So when there is a disagreement, someone mediates among the visitors. But they agreed to share the harvest equally, so that no one would be left behind. And this man Mogire rejoiced greatly, because he had many possessions, which were being increased.","Ko obokongu bwaba obonge, ogosemeria gokaera ase abamenyi aba. Bono bakaganya ogokwa ekiagera baganyete embura ase amatuko amange goika bakarosa. Bono omogaka oyo Mogire agachandeka kerage ase eng’encho arenge n’ eamate enene, eyio arenge korageria.",
But his last act was to become very generous.,Bono egasi yaye nigo yarenge ogotimoka gwoka.,
"And because of this, long ago and the people of those days, he showed kindness. But this man Mogire decided to distribute his possessions. He could not bear to see anyone suffer while he had plenty. Nyaboke encouraged him to continue helping others, and Mogire agreed to do so, remembering his past.","Ase boigo, kera oyomo ase abanto baye, natageta aigote. Bono omogaka Mogire akarosa korigeria eamate yaye. Akaba tari kogenda gotwara erinde anyore kende arentere eamate yaye eche koria. Nyaboke agachia komosegeta agende buna abagaka bande bare kogenda korigeria chiaamate chiabo, Mogire ere akaanga pi, kagotimoka abwo ase enka yaye.",
"Mogire began to build houses, and Nyaboke went to distribute the children amongst them. And these children of Mogire decided to return to their mothers, so that their fathers could also distribute gifts to their children, sharing with them.","Mogire akaba gakobera nyomba, na Nyaboke ogenda korigeria abana endagera. Bono abana aba ba Mogire nigo bare korora buna abaise ba abasani babo bare kogenda korigia endagera ya abana babo, babaretera baria.",
"These children then gathered together, saying that they should go and help distribute the gifts equally, so that no one feels neglected. Today, Nyaboke decided to oversee the distribution of her own possessions.","Abana aba nabarabwo bakagania ng'a ise omwabo nere agende kobarigeria endagera ekiagera ng’ina tare korenta endagera ekobaisana. Engaki eyemo, Nyaboke akaba kagosiria ogosemeria gw’ okorageria eamate eye yaye.",
"But she wondered whether to tell this man, Mogire, not to build houses, but instead to share everything with Nyaboke, so that there would be unity. But this man Mogire understood her intentions.","Bono agatiana ng'a tarageria omogaka oyo oye Mogire otare korwa nyomba, oganyererete arenterwe endagera na Nyaboke, omanya goansa koinagera. Bono omogaka oyo Mogire nigo amenyete saiga mwaye.",
"But why does milk and witchcraft cause trouble? Milk that has soured is wasted. Food and witchcraft have spread throughout Bomariba. Picture and special correspondent, Bomariba. Gusii.com files.","Bono ng'ai mwaira amabere n' obonyansi bwakabucha iga? Mabere tarengeo akonywegwa. Emete amo n' obonyansi biakinire aaria Bomariba. Picture na special correspondent, Bomariba. Gusii.com files.",
"“Harvests are not enough, they are stolen” Nyaboke.","Ndagera tiyarengeo, ekoriegwa"" Nyaboke.",
"Nyaboke decided to protect the harvest, and she succeeded. She shared it with her children, leaving nothing for Mogire at all. Nyaboke was able to provide for her family, and she declared that harvests are not enough!","Nyaboke agachaka korosia endagera, na koyebisa. Nigo arenge koria n’ abana baye, takoirera Mogire kende aaria saiga mwaye. Nyaboke akaba kagotoma omomura oye gochia ase ise amenyete saiga na komotebia ng'a ndagera yarenge ekoriegwa!",
But Mogire started to feel sorry for his relatives who were poor. Mogire decided to start working hard so that they could all benefit. But he went to his friends and asked them to help him with his work and his relatives.,Bono Mogire akaba gakorara nchara ase amatuko atari make. Mogire agachaka gotwara chitang’utang’u buna nigo bare komong’aina. Bono akagenda ase abagisangio baye na kobatebia aya y’ okoba n' nchara ase amatuko amange.,
"His friends agreed to help, promising that his possessions would increase. Mogire was surprised and happy to hear this from his friend. Today, rain fell and the land became fertile.","Abagisangio baye koigwa igo, bakamotebia buna eamate yaye nigo ekomong’aina. Mogire akagechigwa kerage na gotiana gokora egesiomba gochia ase omorugi oyo oye. Engaki eye embura egachaka gotwa kemonyiriro.",
"When this happened, it was a sign that the harvest would be plentiful. Because of this, witchcraft disappeared. This tree grew tall, and its leaves provided shade. Mogire realized that he had made a mistake when he mistreated his cows!","Korwa abwo, ekaba enyinge n’endagera egachaka gosaboka. Ase boigo, obonyasi bokaama. Bono chiombe chikanyora endagera chikori, n' amabere akabucha mono. Mogire bono nere akagoka ekero eng’ombe yaye yaiyeretie emori!",
"“Oh! We will celebrate and dance with joy. Let the elders milk the cows, and let the milk flow like a river!” Mogire.","Ayie! Timosaria na goturutumba ekemira. Bakungu mbatakeiri koria amabere y’ eng’ombe, emori etaramera amaino a igoro!"" Mogire.",
"He continued to praise the cows, Mogire thanked his friend for helping him, and said that the elders should milk the cows, and let the milk flow like a river!","Koyaiyeria emori, Mogire agatebia omorugi oye buna ase ekemira kiabo, bakungu mbatakeiri koria amabere y’ eng’ombe, emori etaramera amaino a igoro!",
